0,-0.625910222530365,
1,-1.9070288389921188,
2,-2.0487181693315506,
3,-1.796332687139511,
4,-1.65567184984684,
5,-2.368792399764061,
6,-2.8513792902231216,
7,-2.449673652648926,
8,-2.6190425008535385,
9,-2.5570941120386124,
10,-2.547857955098152,
11,-2.7900667935609818,
12,-3.101915329694748,
13,-3.199464350938797,
14,-2.8722181618213654,
15,-3.117493689060211,
16,-3.119287431240082,
17,-3.231356233358383,
18,-2.8416613340377808,
19,-2.6495048850774765,
20,-3.2644259929656982,
21,-3.360008478164673,
22,-3.0169741213321686,
23,-2.9773960411548615,
24,-3.4193741381168365,
25,-3.6566144824028015,
26,-3.6478075981140137,
27,-3.4515621662139893,
28,-3.4746965169906616,
29,-3.597350388765335,
30,-3.6461325585842133,
31,-3.6646153926849365,
32,-3.7845908999443054,
33,-3.596332162618637,
34,-3.5467036068439484,
35,-3.705026149749756,
36,-3.6421085000038147,
37,-3.6831584870815277,
38,-3.6991708278656006,
39,-3.9953888952732086,
40,-3.7483799755573273,
41,-4.228756904602051,
42,-3.9370102286338806,
43,-3.7807297706604004,
44,-3.918926626443863,
45,-3.7636297047138214,
46,-4.122846901416779,
47,-4.33309206366539,
48,-3.702571600675583,
49,-3.8679959774017334,
