0,-0.5016582804266363
1,-1.9124179235543124
2,-2.280907449219376
3,-2.589796564448625
4,-2.7376543094345833
5,-2.8689265846274794
6,-2.9168325698468833
7,-3.0175353779457508
8,-3.1230291235260665
9,-3.191717082168907
10,-3.307075975672342
11,-3.204414841206744
12,-3.4278118584305046
13,-3.4397442132234572
14,-3.3350747518241404
15,-3.5217609288170935
16,-3.4891237158328297
17,-3.5331737528089433
18,-3.627572870627046
19,-3.6959734839270824
20,-3.7121350785717366
21,-3.7456086492165923
22,-3.694613766518887
23,-3.848420236352831
24,-3.8374231159687042
25,-3.7312551498413087
26,-4.038002357631922
27,-3.999194750981405
28,-4.017127992399037
29,-3.956964757852256
30,-3.973160052811727
31,-3.895464869451098
32,-4.003252472355962
33,-3.958699363004416
34,-4.025181303173303
35,-4.1438256345689295
36,-4.073088361276314
37,-4.066486238408833
38,-4.204243401624263
39,-4.14628790083807
40,-4.181092744227499
41,-4.125687623023987
42,-4.1072755847126245
43,-4.241463670413941
44,-4.177078996889759
45,-4.271404361748137
46,-4.194742360780947
47,-4.256963738705963
48,-4.157508891727775
49,-4.318112068064511
