
0,-1.1787057830952108,
1,-2.1521339267492294,
2,-2.794562518596649,
3,-3.131939619779587,
4,-3.192472904920578,
5,-2.7239961326122284,
6,-3.1092475205659866,
7,-3.346765547990799,
8,-3.189789593219757,
9,-3.4693014174699783,
10,-2.950757533311844,
11,-3.0863050371408463,
12,-3.852532744407654,
13,-3.819586291909218,
14,-3.9795498698949814,
15,-3.09856253862381,
16,-3.9898776710033417,
17,-3.706421971321106,
18,-3.946501061320305,
19,-3.8806416988372803,
20,-4.175240412354469,
21,-4.044724613428116,
22,-3.56843926012516,
23,-3.6264413595199585,
24,-4.324538916349411,
25,-4.003859281539917,
26,-4.03786538541317,
27,-4.3529082685709,
28,-3.6251819282770157,
29,-4.21948079764843,
30,-4.058552518486977,
31,-4.345708534121513,
32,-4.284614026546478,
33,-4.241268798708916,
34,-4.512779071927071,
35,-4.251355171203613,
36,-4.1796828508377075,
37,-4.271641239523888,
38,-4.301290690898895,
39,-4.590912312269211,
40,-4.2722780257463455,
41,-4.579727694392204,
42,-4.248298779129982,
43,-3.8754667043685913,
44,-4.350496336817741,
45,-4.323364391922951,
46,-4.201299667358398,
47,-4.404321879148483,
48,-4.430712282657623,
49,-4.240746483206749,
