0,-0.6636337488889694,
1,-0.6374477557837963,
2,-1.8179024904966354,
3,-0.9140474274754524,
4,-2.1913295537233353,
5,-1.8447813987731934,
6,-2.868879586458206,
7,-2.4216685742139816,
8,-2.3663220256567,
9,-2.5113195180892944,
10,-2.184532344341278,
11,-2.556283861398697,
12,-2.4653338193893433,
13,-2.8451585322618484,
14,-2.808147609233856,
15,-2.5762232840061188,
16,-2.5799354314804077,
17,-2.6332313418388367,
18,-3.2599045038223267,
19,-3.034764289855957,
20,-2.8370469212532043,
21,-3.124118000268936,
22,-2.710260421037674,
23,-2.646940156817436,
24,-3.2486079335212708,
25,-3.2306196093559265,
26,-3.2100469172000885,
27,-3.4050338566303253,
28,-3.6323602199554443,
29,-3.1190880239009857,
30,-3.184184193611145,
31,-3.0671903491020203,
32,-3.2043884992599487,
33,-3.32634574174881,
34,-3.347755879163742,
35,-3.6308348774909973,
36,-3.189018577337265,
37,-3.419604778289795,
38,-3.2378484308719635,
39,-3.0480793118476868,
40,-3.325096845626831,
41,-3.293079897761345,
42,-3.693333715200424,
43,-3.3793928623199463,
44,-3.411762297153473,
45,-3.493839293718338,
46,-3.180413633584976,
47,-3.3392910063266754,
48,-2.898925244808197,
49,-3.269100397825241,
