0,-0.001720210793428123
1,-1.1575727698393166
2,-1.5611749314703047
3,-1.9627406172454358
4,-1.9773441509576515
5,-2.3323885016608985
6,-2.3017390286549926
7,-2.420366280840244
8,-2.4138739071786404
9,-2.599582737311721
10,-2.6057910279370846
11,-2.662938665598631
12,-2.82036118991673
13,-2.7647276611067353
14,-2.860176520328969
15,-2.8495330523466693
16,-2.858515889570117
17,-3.0316819000057875
18,-2.8818767915479837
19,-2.865133869089186
20,-3.0509495183825495
21,-2.9868473994545637
22,-3.0922082545235754
23,-3.122179608978331
24,-3.264608813263476
25,-3.090835538721876
26,-3.2634071787819265
27,-3.1524155475664886
28,-3.2170435584848747
29,-3.2852644342929125
30,-3.423115123156458
31,-3.4149932209402323
32,-3.21730931866914
33,-3.3359950070269404
34,-3.401717822812498
35,-3.3102081479504704
36,-3.48518238812685
37,-3.269883914664388
38,-3.2352778633183332
39,-3.5253188867121934
40,-3.4583332592621447
41,-3.1740164063870906
42,-3.704872311052168
43,-3.5099407859146594
44,-3.4361504577100277
45,-3.5616093829274176
46,-3.4242024973034857
47,-3.7285884126089512
48,-3.5434226064011454
49,-3.6510302586480976
