0,-0.7304110082332045
1,-2.0654218210838735
2,-2.400011300295591
3,-2.653281963802874
4,-2.9282041653990745
5,-3.0050033193081616
6,-2.854267591435928
7,-3.2616979679092766
8,-3.370356960594654
9,-3.412916487455368
10,-3.427070915512741
11,-3.573539443872869
12,-3.467019175365567
13,-3.6975781556175207
14,-3.5632404127158224
15,-3.7410115039907397
16,-3.8408999751787634
17,-3.657313700555824
18,-3.7629464799538255
19,-3.7971229678951204
20,-3.844488992728293
21,-3.8739042126573624
22,-3.8559126330539586
23,-3.9231468541547656
24,-3.91306384280324
25,-3.98580040037632
26,-4.058536526188254
27,-4.090428080991842
28,-3.93415584594477
29,-4.079533669166267
30,-4.026713345572352
31,-4.136527082975954
32,-4.091987643670291
33,-4.0825149606913325
34,-4.047626519668848
35,-4.282353628054262
36,-4.145828198129311
37,-4.208111063437537
38,-4.165140376612544
39,-4.152455796330469
40,-4.259568959567696
41,-4.249458656087517
42,-4.259676042385399
43,-4.368106573820114
44,-4.242365396814421
45,-4.304614554345608
46,-4.402735846163705
47,-4.264383555762469
48,-4.252547551481984
49,-4.318371562170796
