
0,-1.252759464085102,
1,-2.328744314610958,
2,-2.80841626226902,
3,-3.038725405931473,
4,-3.3553302735090256,
5,-3.2121114283800125,
6,-3.394270271062851,
7,-3.134182795882225,
8,-3.2963812947273254,
9,-3.101857468485832,
10,-3.69791741669178,
11,-3.3456515669822693,
12,-3.8724795281887054,
13,-3.3272895961999893,
14,-3.6319892406463623,
15,-3.3952537328004837,
16,-3.239527776837349,
17,-3.7272919565439224,
18,-3.6150889694690704,
19,-3.5240546613931656,
20,-3.716281160712242,
21,-3.8817853331565857,
22,-3.6073910742998123,
23,-3.9094410985708237,
24,-3.7248370945453644,
25,-3.8158848136663437,
26,-3.631404861807823,
27,-3.5584181398153305,
28,-4.123292863368988,
29,-3.983924061059952,
30,-4.446181491017342,
31,-4.149059996008873,
32,-3.9263913929462433,
33,-4.1612599194049835,
34,-4.136395424604416,
35,-3.7013800740242004,
36,-3.9599197655916214,
37,-4.509506195783615,
38,-4.28887939453125,
39,-4.375655621290207,
40,-3.996493339538574,
41,-3.879952773451805,
42,-4.1439832001924515,
43,-3.9394546151161194,
44,-3.8964710533618927,
45,-4.498720899224281,
46,-3.9372079968452454,
47,-3.9301151633262634,
48,-4.188243791460991,
49,-4.085141643881798,
