
0,-1.701299075037241,
1,-1.4737620502710342,
2,-2.0851365849375725,
3,-2.0864057168364525,
4,-2.6966535821557045,
5,-2.3882698118686676,
6,-2.859560638666153,
7,-2.985466554760933,
8,-2.9499753564596176,
9,-2.112190119922161,
10,-2.658626653254032,
11,-3.57914836704731,
12,-3.3127821534872055,
13,-3.7020170390605927,
14,-3.7515745759010315,
15,-3.541988343000412,
16,-3.5332602858543396,
17,-2.682989254593849,
18,-3.1793660670518875,
19,-3.810005486011505,
20,-3.94809852540493,
21,-2.9941335767507553,
22,-2.82285325974226,
23,-3.560389295220375,
24,-3.425601899623871,
25,-3.8485416769981384,
26,-3.6730562895536423,
27,-3.5420739203691483,
28,-4.128076374530792,
29,-3.7364457845687866,
30,-3.9963632225990295,
31,-4.111920148134232,
32,-4.413724362850189,
33,-3.8277858048677444,
34,-3.204134151339531,
35,-4.159570753574371,
36,-4.229728937149048,
37,-3.954014003276825,
38,-3.7712044566869736,
39,-3.73754321038723,
40,-3.706789866089821,
41,-4.020856723189354,
42,-4.546544581651688,
43,-4.096962675452232,
44,-4.044455960392952,
45,-4.281084969639778,
46,-4.272745355963707,
47,-3.957869440317154,
48,-4.001462444663048,
49,-4.1053140461444855,
