0,-0.31803118491079657
1,-1.7624577233567833
2,-2.162047278415412
3,-2.544881669030292
4,-2.6099926641676574
5,-2.802801432265187
6,-2.946725886175409
7,-2.9758052035234868
8,-3.0687292649410667
9,-3.0788507065735757
10,-3.079912982136011
11,-3.1415790361352265
12,-3.474364709574729
13,-3.3622509580804034
14,-3.4573805877007544
15,-3.4757097158348187
16,-3.4764173353556544
17,-3.5177346313372255
18,-3.5717693768441676
19,-3.50914346157806
20,-3.628053741995245
21,-3.6833030798472466
22,-3.6489084197713963
23,-3.649435464083217
24,-3.7979506269097327
25,-3.7558146951021625
26,-3.770547181786969
27,-3.734598516393453
28,-3.878721852530725
29,-3.8263649160508066
30,-3.926253060391173
31,-3.9222560145892205
32,-3.98593545332551
33,-3.9170538533013315
34,-3.8990338502306257
35,-3.9305024221539497
36,-3.91079744878225
37,-3.970395551994443
38,-3.988719640765339
39,-4.069404938537628
40,-3.9254462053999304
41,-3.8831454784143715
42,-4.0979350984096525
43,-4.000667048618197
44,-3.938382533797994
45,-4.148891745414585
46,-4.098411237471737
47,-4.070665084756911
48,-4.0001180078834295
49,-4.055319457501173
